取引No,会計日,会計時間,合計,小計,内消費税,現金,Pontaポイント(Airウォレット),クレジットカード(Airペイ),電子マネー(Airペイ),ポイント(POICHI for Airレジ),クレジットカード(Square),モバイル決済(モバイル決済 for Airレジ),金券合計,売掛合計,おつり,現金以外おつり不支払額,割引/割増,人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,カテゴリ名,メニュー名,種別１,種別２,価格,注文数量,割引/割増数量,割引/割増単価,単位,割引/割増合計額,ID,リソース名
RB0120170509202256000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,3,0,0,-,0,A71C44D9B5AD4EC29224E72BD907C4D8,
RB0120170509202256000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻250","","",250,1,0,0,-,0,A71C44D9B5AD4EC29224E72BD907C4D8,
RB0120170509202256000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","しじみ汁","","",280,2,0,0,-,0,A71C44D9B5AD4EC29224E72BD907C4D8,
RB0120170509202256000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","マグロ三種にぎり","","",850,2,0,0,-,0,A71C44D9B5AD4EC29224E72BD907C4D8,
RB0120170509202256000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,A71C44D9B5AD4EC29224E72BD907C4D8,
RB0120170509202256000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",980,1,0,0,-,0,A71C44D9B5AD4EC29224E72BD907C4D8,
RB0120170509202256000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",600,1,0,0,-,0,A71C44D9B5AD4EC29224E72BD907C4D8,
000220170509214515146,2017/05/09,21:45:26,1000,1000,74,0,0,0,0,0,0,0,0,1000,0,0,0,1,1,00:00:00,"伝票00020367",0002,"中山","出前","コスモ","","",1000,1,0,0,-,0,26ECFF4DF72B4BE480302DC970A128C8,"未設定"
RB0120170509202409000,2017/05/09,21:57:16,7750,7330,574,10000,0,0,0,0,0,0,0,0,2250,0,-8,2,17,01:33:07,"カウンター1，カウンター2",0002,"中山","焼き物","穴子白焼","","",1200,1,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,"未設定"
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","レンコンはさみ揚","","",650,1,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,2,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,3,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,1,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,1,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山 本醸造","","",680,3,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0120170509202409000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",700,1,0,0,-,0,ED795A86E9904E2EAE666C9D7EB4D904,
RB0320170509180228000,2017/05/09,22:00:18,33670,31180,2494,40000,0,0,0,0,0,0,0,0,6330,0,-4,5,48,03:57:50,"テーブル3，テーブル4",0002,"中山","お造り","おまかせ刺身盛","","",2900,2,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,"未設定"
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","げそ磯辺揚","","",650,2,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","麒麟山 吟醸辛口","","",880,2,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","リブロースステーキ","","",1200,2,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",880,2,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,11,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","ウーロンハイ","","",380,8,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,8,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,5,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0320170509180228000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,6,0,0,-,0,AAF23CD45CBF4D22A6D705005A75FBF9,
RB0120170509184048000,2017/05/09,22:06:29,13780,12760,1020,0,0,0,0,0,0,0,0,13780,0,0,0,2,15,03:25:41,"テーブル1",0002,"中山","お造り","おまかせ刺身盛","","",2900,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,"未設定"
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","鯛かぶと煮","","",780,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","げそ磯辺揚","","",650,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","天婦羅盛","","",1200,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","久保田 特別本醸造 千寿","","",680,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","まぐろづくしセット","","",1050,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","アジ一尾にぎり","","",780,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","お新香盛り","","",650,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山 純米吟醸","","",980,2,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","柚子酢ドリンク","","",350,1,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509184048000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,61843BC8836B456B89639531A75C6B80,
RB0120170509221559000,2017/05/09,22:55:57,9780,9470,724,10000,0,0,0,0,0,0,0,0,220,0,-7,2,31,00:39:58,"カウンター2，カウンター3",0002,"中山","揚げ物・煮物","たらばかに天婦羅","","",1950,1,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,"未設定"
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎グラス","里の曙          ","","",500,1,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,2,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,4,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,6,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,4,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,3,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,6,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","ウーロンハイ","","",380,2,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509221559000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,9F9FFBD446BE40848DC2E3AB93D40714,
RB0120170509223920000,2017/05/09,23:11:29,7590,7410,562,10000,0,0,0,0,0,0,0,0,2410,0,-4,2,29,00:32:08,"カウンター7，カウンター8",0002,"中山","お好みにぎり","にぎり130","","",130,2,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,"未設定"
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,4,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,4,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,4,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,6,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","手巻220","","",220,1,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","あさり汁","","",280,2,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻450","","",450,1,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山 純米吟醸","","",980,1,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509223920000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,BB04336C80B84506B1D12A78B1FBCB70,
RB0120170509221554000,2017/05/09,23:50:52,15190,14680,1125,15200,0,0,0,0,0,0,0,0,10,0,-9,2,43,01:34:58,"テーブル1",0002,"中山","焼き物","穴子白焼","","",1200,1,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,"未設定"
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","お新香盛り","","",650,1,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,6,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,6,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,4,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,10,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻450","","",450,3,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,2,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","グレープフルーツサワー","","",380,2,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
RB0120170509221554000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",680,2,0,0,-,0,D19B12DAA4BA4D809D8E03DCF91910C9,
000220170510001032558,2017/05/10,00:10:49,7500,7500,555,7500,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00020368",0002,"中山","出前","お好み(出前)","","",7500,1,0,0,-,0,4BCD08397BDD4017AE94E5C92D4EAC12,"未設定"
000220170510010937643,2017/05/10,01:10:01,3200,3200,237,3200,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00020369",0002,"中山","出前","お好み(出前)","","",3200,1,0,0,-,0,D3DC0280BA464DCF899763E476CCFE3E,"未設定"
RB0320170510012240000,2017/05/10,01:44:55,7810,7240,578,0,0,0,0,0,0,0,0,7810,0,0,-9,2,10,00:22:15,"テーブル4",0002,"中山","お造り","ぼたん海老刺","","",2000,1,0,0,-,0,118D424742C74FCB9119F32937A6A438,"未設定"
RB0320170510012240000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,118D424742C74FCB9119F32937A6A438,
RB0320170510012240000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","レモンサワー","","",380,1,0,0,-,0,118D424742C74FCB9119F32937A6A438,
RB0320170510012240000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,118D424742C74FCB9119F32937A6A438,
RB0320170510012240000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",780,2,0,0,-,0,118D424742C74FCB9119F32937A6A438,
RB0320170510012240000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",680,3,0,0,-,0,118D424742C74FCB9119F32937A6A438,
000220170510020253767,2017/05/10,02:04:26,10000,10000,740,10000,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00020371",0002,"中山","出前","出前10000","","",10000,1,0,0,-,0,F87F1B76920B4E988B789B97665C3552,"未設定"
RB0120170510170325000,2017/05/10,18:04:49,10150,9470,751,10150,0,0,0,0,0,0,0,0,0,0,0,2,15,01:01:24,"カウンター8，カウンター9",0002,"中山","焼き物","穴子白焼","","",1200,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,"未設定"
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","アサヒ中瓶","","",500,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎ボトル","いいちこ","","",2300,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"割り物","割り物&BS","","",380,3,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",980,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",750,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",500,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170325000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",380,1,0,0,-,0,5FAAC6A1F3AD4630B45491379AF27DFD,
RB0120170510170309000,2017/05/10,18:20:01,5130,4770,380,10200,0,0,0,0,0,0,0,0,5070,0,0,2,9,01:16:52,"カウンター4，カウンター5",0002,"中山","揚げ物・煮物","レンコンはさみ揚","","",650,1,0,0,-,0,BC2A0FBAEB624228A8224EE373418942,"未設定"
RB0120170510170309000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,2,0,0,-,0,BC2A0FBAEB624228A8224EE373418942,
RB0120170510170309000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,BC2A0FBAEB624228A8224EE373418942,
RB0120170510170309000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","ヒレ酒","","",700,3,0,0,-,0,BC2A0FBAEB624228A8224EE373418942,
RB0120170510170309000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,BC2A0FBAEB624228A8224EE373418942,
RB0120170510170309000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",600,1,0,0,-,0,BC2A0FBAEB624228A8224EE373418942,
RB0120170510182037000,2017/05/10,18:50:37,2710,2510,200,5000,0,0,0,0,0,0,0,0,2290,0,0,1,4,00:30:00,"カウンター7",0002,"中山","ソフトドリンク","ウーロン茶","","",250,1,0,0,-,0,DD49F4CB220D43FD96A4B5FE92C2BAA9,"未設定"
RB0120170510182037000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山 本醸造","","",680,1,0,0,-,0,DD49F4CB220D43FD96A4B5FE92C2BAA9,
RB0120170510182037000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,DD49F4CB220D43FD96A4B5FE92C2BAA9,
RB0120170510182037000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1200,1,0,0,-,0,DD49F4CB220D43FD96A4B5FE92C2BAA9,
000220170510185326044,2017/05/10,18:53:39,900,900,66,0,0,0,0,0,0,0,0,900,0,0,0,1,1,00:00:00,"伝票00020373",0002,"中山","出前","コスモ","","",900,1,0,0,-,0,071FCE1AD3964A6497B73E841BC2AD4B,"未設定"
RB0320170510170334000,2017/05/10,19:16:35,31770,29420,2353,40000,0,0,0,0,0,0,0,0,8230,0,-3,4,40,02:13:01,"テーブル3",0002,"中山","お造り","荒磯盛","","",5300,1,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,"未設定"
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","真つぶ貝刺","","",900,1,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","活ほっき貝刺","","",780,1,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","銀だら照り焼","","",900,3,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","かきバター焼","","",780,1,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","リブロースステーキ","","",1200,2,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,9,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",580,9,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"割り物","割り物&BS","","",380,3,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,5,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",780,4,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0320170510170334000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",680,1,0,0,-,0,9473403BD68D4EB4A6E04145A3AE31A4,
RB0120170510193539000,2017/05/10,19:48:25,9580,8970,709,10000,0,0,0,0,0,0,0,0,420,0,-9,2,18,00:12:46,"カウンター14，カウンター15",0002,"中山","焼き物","穴子白焼","","",1200,1,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,"未設定"
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","大エビ塩焼","","",1200,1,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,1,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,1,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,1,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","緑茶ハイ","","",380,5,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",900,1,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510193539000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,36A70F50514141CA918EAB0184F4AE95,
RB0120170510182100000,2017/05/10,19:56:19,17070,16660,1264,20070,0,0,0,0,0,0,0,0,3000,0,-8,3,58,01:35:19,"テーブル2",0002,"中山","お造り","かにみそ","","",650,1,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,"未設定"
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","いか塩辛","","",380,1,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","ウーロン茶","","",250,1,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎グラス","屋久島          ","","",550,1,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,12,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,11,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,3,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,8,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,11,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","海老頭汁","","",280,1,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,2,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エクストラゴールド","","",500,2,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182100000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",680,2,0,0,-,0,E0F01D992CF84DF5A52153074F033E08,
RB0120170510182758000,2017/05/10,20:08:41,4860,4550,360,0,0,0,0,0,0,0,0,4860,0,0,-2,2,9,01:40:43,"カウンター1，カウンター2",0002,"中山","ソフトドリンク","ウーロン茶","","",250,1,0,0,-,0,2213741DE34342B78D65D480FD4F128D,"未設定"
RB0120170510182758000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","コーラ","","",250,1,0,0,-,0,2213741DE34342B78D65D480FD4F128D,
RB0120170510182758000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",880,1,0,0,-,0,2213741DE34342B78D65D480FD4F128D,
RB0120170510182758000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,2213741DE34342B78D65D480FD4F128D,
RB0120170510182758000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,2,0,0,-,0,2213741DE34342B78D65D480FD4F128D,
RB0120170510182758000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,2213741DE34342B78D65D480FD4F128D,
RB0120170510182758000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,2213741DE34342B78D65D480FD4F128D,
