取引No,会計日,会計時間,合計,小計,内消費税,現金,Pontaポイント(Airウォレット),クレジットカード(Airペイ),電子マネー(Airペイ),ポイント(POICHI for Airレジ),クレジットカード(Square),モバイル決済(モバイル決済 for Airレジ),金券合計,売掛合計,おつり,現金以外おつり不支払額,割引/割増,人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,カテゴリ名,メニュー名,種別１,種別２,価格,注文数量,割引/割増数量,割引/割増単価,単位,割引/割増合計額,ID,リソース名
000220170501200440553,2017/05/01,20:04:49,10000,10000,740,10000,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00020311",0002,"中山","出前","出前10000","","",10000,1,0,0,-,0,B6972AA8EE1543EE9F5C1C8764F9AE8D,"未設定"
RB0120170501192614000,2017/05/01,20:18:46,8320,7710,616,10320,0,0,0,0,0,0,0,0,2000,0,-6,2,13,00:52:31,"カウンター11，カウンター12",0002,"中山","焼き物","銀だら照り焼","","",900,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,"未設定"
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","ホタテ磯焼","","",780,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","かきバター焼","","",780,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","イカうに焼","","",780,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎グラス","吉四六          ","","",600,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エクストラゴールド","","",500,2,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","ウーロンハイ","","",380,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",700,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192614000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",650,1,0,0,-,0,F533581E34D3482A814773EC5B3B0AAA,
RB0120170501192549000,2017/05/01,20:43:48,8280,7670,613,10000,0,0,0,0,0,0,0,0,1720,0,-3,2,11,01:17:59,"カウンター4，カウンター5",0002,"中山","お造り","中トロ刺","","",1800,1,0,0,-,0,AC5B0168332B4A958787AAF04530181E,"未設定"
RB0120170501192549000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","たこ唐揚","","",650,1,0,0,-,0,AC5B0168332B4A958787AAF04530181E,
RB0120170501192549000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","いか塩辛","","",380,1,0,0,-,0,AC5B0168332B4A958787AAF04530181E,
RB0120170501192549000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒・冷や1合","","",380,1,0,0,-,0,AC5B0168332B4A958787AAF04530181E,
RB0120170501192549000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒・冷や2合","","",780,3,0,0,-,0,AC5B0168332B4A958787AAF04530181E,
RB0120170501192549000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","生レモンサワー","","",480,1,0,0,-,0,AC5B0168332B4A958787AAF04530181E,
RB0120170501192549000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,AC5B0168332B4A958787AAF04530181E,
RB0120170501192549000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","平目刺し","","",880,1,0,0,-,0,AC5B0168332B4A958787AAF04530181E,
RB0120170501192636000,2017/05/01,20:50:14,19140,17980,1417,20000,0,0,0,0,0,0,0,0,860,0,-7,3,32,01:23:37,"テーブル4",0002,"中山","お造り","中トロ刺","","",1800,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,"未設定"
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","穴子白焼","","",1200,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","鯛かぶと煮","","",780,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","リブロースステーキ","","",1200,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",880,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,2,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,6,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻250","","",250,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","緑茶ハイ","","",380,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","レモンサワー","","",380,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","あんず酒","","",380,3,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,3,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","おすすめ","","",980,2,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","おすすめ","","",780,2,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192636000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1170,1,0,0,-,0,0B31D88CE17A4AF89B68F41E49CAA154,
RB0120170501192624000,2017/05/01,20:58:34,7930,7570,587,10000,0,0,0,0,0,0,0,0,2070,0,-4,2,24,01:32:10,"カウンター14，カウンター15",0002,"中山","揚げ物・煮物","たこ唐揚","","",650,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,"未設定"
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","茶碗蒸し","","",500,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,4,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,5,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,3,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,2,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","手巻220","","",220,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","オレンジジュース","","",250,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192624000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,0E21A2FA3B684C37881CFDC681903C22,
RB0120170501192559000,2017/05/01,21:02:36,11690,10970,865,0,0,0,0,0,0,0,0,11690,0,0,0,2,18,01:36:36,"カウンター7，カウンター8",0002,"中山","焼き物","銀だら照り焼","","",900,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,"未設定"
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","焼はまぐり","","",650,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","げそ七味焼","","",650,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎グラス","吉四六          ","","",600,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,3,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","緑茶ハイ","","",380,2,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"デザート","コーヒーゼリーパフェ","","",380,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,2,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",2900,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
RB0120170501192559000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",650,1,0,0,-,0,39FFD2D2357546D6A6EE897AD51911DF,
000220170501210529125,2017/05/01,21:05:42,11300,11300,837,11300,0,0,0,0,0,0,0,0,0,0,0,1,1,00:00:00,"伝票00020312",0002,"中山","出前","お好み(出前)","","",11300,1,0,0,-,0,01A65D388B9A49C3919AD5BB0C8AE578,"未設定"
RB0120170501202950000,2017/05/01,21:28:09,16470,15400,1220,0,0,0,0,0,0,0,0,16470,0,0,-2,3,29,00:58:19,"テーブル6",0002,"中山","お造り","おまかせ刺身盛","","",2900,1,0,0,-,0,518E878BF0504655AC054BCA213DB863,"未設定"
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","げそ磯辺揚","","",650,1,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","天婦羅盛","","",1200,1,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","特上にぎり","","",1850,1,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","イカうに焼","","",780,1,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","茶碗蒸し","","",500,2,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",880,1,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,10,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エクストラゴールド","","",500,6,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501202950000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,3,0,0,-,0,518E878BF0504655AC054BCA213DB863,
RB0120170501184415000,2017/05/01,21:31:37,14210,13200,1052,20510,0,0,0,0,0,0,0,0,6300,0,-6,3,20,02:47:22,"テーブル5",0002,"中山","焼き物","銀だら照り焼","","",900,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,"未設定"
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","レンコンはさみ揚","","",650,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","特上にぎり","","",1850,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","上にぎり","","",1350,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","ばくだん納豆","","",1000,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","トマトサラダ","","",650,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","岩のり汁","","",280,3,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒・冷や2合","","",780,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"ワイン","ハウスワイン赤","","",380,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","ゆば刺","","",700,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","越乃景虎 名水仕込特別純米","","",680,2,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","光物三種にぎり","","",500,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,3,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501184415000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",600,1,0,0,-,0,7C69039D60F44B3088362423F0732D99,
RB0120170501182540000,2017/05/01,21:45:59,17360,16320,1285,0,0,0,0,0,0,0,0,17360,0,0,-4,3,36,03:20:19,"テーブル3",0002,"中山","お造り","カンパチ刺","","",780,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,"未設定"
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","しまあじ刺","","",780,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","銀だら照り焼","","",900,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","レンコンはさみ揚","","",650,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","酢の物盛り合せ","","",650,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",880,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,7,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,3,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,4,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"ワイン","ボトル白1700","","",1700,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,2,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","カレイの煮付け","","",750,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","生レモンサワー","","",480,6,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,3,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",500,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501182540000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",680,1,0,0,-,0,5401350A8B464920A3935ADE809292B8,
RB0120170501194038000,2017/05/01,21:48:02,10970,10160,812,11000,0,0,0,0,0,0,0,0,30,0,-2,2,11,02:07:24,"テーブル2",0002,"中山","お造り","光物3点盛","","",1480,1,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,"未設定"
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","真つぶ貝刺","","",900,1,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","しまあじ刺","","",780,1,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","まんさくの花 吟丸 純米吟醸","","",780,1,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","麒麟山 吟醸辛口","","",880,1,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","開運 特別本醸造","","",580,1,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501194038000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","板長おまかせ10貫","","",3000,1,0,0,-,0,9D9F78A0DEB444638BC29989D4A33B36,
RB0120170501174852000,2017/05/01,22:04:46,14430,13420,1068,20430,0,0,0,0,0,0,0,0,6000,0,-3,3,27,04:15:54,"テーブル1",0002,"中山","焼き物","大エビ塩焼","","",1200,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,"未設定"
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","銀だら照り焼","","",900,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","イカうに焼","","",780,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",880,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,3,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎グラス","蘭              ","","",550,6,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻250","","",250,3,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","岩のり汁","","",280,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","エクストラゴールド","","",500,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","ウーロンハイ","","",380,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"デザート","アイスクリーム","","",280,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","オレンジジュース","","",250,2,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,2,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","サーモンハラス焼","","",650,1,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501174852000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,39F3E862BF724637A510AEA8EEB02851,
RB0120170501220727000,2017/05/01,22:30:37,12390,11990,917,20000,0,0,0,0,0,0,0,0,7610,0,-9,2,37,00:23:10,"カウンター2，カウンター3",0002,"中山","焼き物","かきバター焼","","",780,1,0,0,-,0,E12EFFB14D754C47A6938DE424953366,"未設定"
RB0120170501220727000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","イカうに焼","","",780,1,0,0,-,0,E12EFFB14D754C47A6938DE424953366,
